,level,l1,l2,l3,序号,条款,资料,审计程序,判断条件,结构,审计子程序
905,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-04,应在经过充分测试评估后，在不影响感知节点、感知网关节点安全稳定运行的情况下进行补丁、固件更新等工作。（F3）,补丁、固件更新管理制度和测试评估记录。,1) 应核查是否建立补丁、固件更新的操作规范等管理制度，明确进行补丁、固件更新前应经过充分测试评估。2) 应核查补丁、固件更新前是否有相应的测试评估记录。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查是否建立补丁、固件更新的操作规范等管理制度，明确进行补丁、固件更新前应经过充分测试评估
906,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-04,应在经过充分测试评估后，在不影响感知节点、感知网关节点安全稳定运行的情况下进行补丁、固件更新等工作。（F3）,补丁、固件更新管理制度和测试评估记录。,1) 应核查是否建立补丁、固件更新的操作规范等管理制度，明确进行补丁、固件更新前应经过充分测试评估。2) 应核查补丁、固件更新前是否有相应的测试评估记录。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查补丁、固件更新前是否有相应的测试评估记录。
907,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-05,关键感知节点、感知网关节点应通过安全传输通道进行固件与补丁更新，在检测到异常时应能将结果上报至安全管理中心。（F3）,关键感知节点、感知网关节点设备和系统设计文档。,应核查关键感知节点、感知网关节点设备是否通过安全传输通道进行固件与补丁更新并能将异常结果上报至安全管理中心。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理,应核查关键感知节点、感知网关节点设备是否通过安全传输通道进行固件与补丁更新并能将异常结果上报至安全管理中心。
908,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-06,针对监控类的感知节点设备，应设置安全阈值，对如设备长时间静默、电压过低、仓库温湿度与噪音等环境要素超过安全范围等情况，进行在线预警。（F3）,感知节点设备的功能和系统设计文档或产品白皮书。,应核查感知节点设备是否有设置安全阈值功能（如设备长时间静默、电压过低、仓库温湿度与噪音等要素），超过安全范围是否可进行在线预警。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理,应核查感知节点设备是否有设置安全阈值功能（如设备长时间静默、电压过低、仓库温湿度与噪音等要素），超过安全范围是否可进行在线预警。
909,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-07,应对感知节点状态进行监测，发现异常时应定位处理。（F3）,监测记录文档、监测数据分析报告。,1) 应核查是否对感知节点设备状态进行监测，是否形成监测记录文档，是否组织人员对监测记录进行整理并保管。2) 应核查发现异常时是否对监测记录进行分析、评审，形成监测数据分析报告并定位处理。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查是否对感知节点设备状态进行监测，是否形成监测记录文档，是否组织人员对监测记录进行整理并保管
910,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-07,应对感知节点状态进行监测，发现异常时应定位处理。（F3）,监测记录文档、监测数据分析报告。,1) 应核查是否对感知节点设备状态进行监测，是否形成监测记录文档，是否组织人员对监测记录进行整理并保管。2) 应核查发现异常时是否对监测记录进行分析、评审，形成监测数据分析报告并定位处理。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查发现异常时是否对监测记录进行分析、评审，形成监测数据分析报告并定位处理。
911,第二级测评要求,6.1 安全测评通用要求,6.1.1 安全物理环境,6.1.1.1 物理位置选择,L2-PES1-01,机房场地应选择在具有防震、防风和防雨等能力的建筑内。,记录表单类文档和机房。,1) 应核查所在建筑物是否具有建筑物抗震设防审批文档。2) 应核查机房是否不存在雨水渗漏。3) 应核查机房门窗是否不存在因风导致尘土严重的情况。4) 应核查屋顶、墙体、门窗和地面等是否没有破损开裂。,如果1）～4）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第二级测评要求/6.1 安全测评通用要求/6.1.1 安全物理环境/6.1.1.1 物理位置选择, 应核查所在建筑物是否具有建筑物抗震设防审批文档
912,第二级测评要求,6.1 安全测评通用要求,6.1.1 安全物理环境,6.1.1.1 物理位置选择,L2-PES1-01,机房场地应选择在具有防震、防风和防雨等能力的建筑内。,记录表单类文档和机房。,1) 应核查所在建筑物是否具有建筑物抗震设防审批文档。2) 应核查机房是否不存在雨水渗漏。3) 应核查机房门窗是否不存在因风导致尘土严重的情况。4) 应核查屋顶、墙体、门窗和地面等是否没有破损开裂。,如果1）～4）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第二级测评要求/6.1 安全测评通用要求/6.1.1 安全物理环境/6.1.1.1 物理位置选择, 应核查机房是否不存在雨水渗漏
913,第二级测评要求,6.1 安全测评通用要求,6.1.1 安全物理环境,6.1.1.1 物理位置选择,L2-PES1-01,机房场地应选择在具有防震、防风和防雨等能力的建筑内。,记录表单类文档和机房。,1) 应核查所在建筑物是否具有建筑物抗震设防审批文档。2) 应核查机房是否不存在雨水渗漏。3) 应核查机房门窗是否不存在因风导致尘土严重的情况。4) 应核查屋顶、墙体、门窗和地面等是否没有破损开裂。,如果1）～4）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第二级测评要求/6.1 安全测评通用要求/6.1.1 安全物理环境/6.1.1.1 物理位置选择, 应核查机房门窗是否不存在因风导致尘土严重的情况
914,第二级测评要求,6.1 安全测评通用要求,6.1.1 安全物理环境,6.1.1.1 物理位置选择,L2-PES1-01,机房场地应选择在具有防震、防风和防雨等能力的建筑内。,记录表单类文档和机房。,1) 应核查所在建筑物是否具有建筑物抗震设防审批文档。2) 应核查机房是否不存在雨水渗漏。3) 应核查机房门窗是否不存在因风导致尘土严重的情况。4) 应核查屋顶、墙体、门窗和地面等是否没有破损开裂。,如果1）～4）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第二级测评要求/6.1 安全测评通用要求/6.1.1 安全物理环境/6.1.1.1 物理位置选择, 应核查屋顶、墙体、门窗和地面等是否没有破损开裂。
915,第二级测评要求,6.1 安全测评通用要求,6.1.1 安全物理环境,6.1.1.1 物理位置选择,L2-PES1-02,机房场地应避免设在建筑物的顶层或地下室，否则应加强防水和防潮措施。,机房。,应核查机房是否不位于所在建筑物的顶层或地下室，如果否，则核查机房是否采取了防水和防潮措施。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第二级测评要求/6.1 安全测评通用要求/6.1.1 安全物理环境/6.1.1.1 物理位置选择,应核查机房是否不位于所在建筑物的顶层或地下室，如果否，则核查机房是否采取了防水和防潮措施。
916,第二级测评要求,6.1 安全测评通用要求,6.1.1 安全物理环境,6.1.1.2 物理访问控制,L2-PES1-03,机房出入口应安排专人值守或配置电子门禁系统，控制、鉴别和记录进入的人员。,机房电子门禁系统和值守记录。,1) 应核查是否安排专人值守或配置电子门禁系统。2) 应核查相关记录是否能够控制、鉴别和记录进入的人员。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第二级测评要求/6.1 安全测评通用要求/6.1.1 安全物理环境/6.1.1.2 物理访问控制, 应核查是否安排专人值守或配置电子门禁系统
